Value; Square root
9.630000;3.103224
9.640000;3.104835
9.650000;3.106445
9.660000;3.108054
9.670000;3.109662
9.680000;3.111270
9.690000;3.112876
9.700000;3.114482
9.710000;3.116087
9.720000;3.117691
9.730000;3.119295
9.740000;3.120897
9.750000;3.122499
9.760000;3.124100
9.770000;3.125700
9.780000;3.127299
9.790000;3.128898
9.800000;3.130495
9.810000;3.132092
9.820000;3.133688
9.830000;3.135283
9.840000;3.136877
9.850000;3.138471
9.860000;3.140064
9.870000;3.141656
9.880000;3.143247
9.890000;3.144837
9.900000;3.146427
9.910000;3.148015
9.920000;3.149603
9.930000;3.151190
9.940000;3.152777
9.950000;3.154362
9.960000;3.155947
9.970000;3.157531
9.980000;3.159114
9.990000;3.160696
10.000000;3.162278
10.010000;3.163858
10.020000;3.165438
10.030000;3.167018
10.040000;3.168596
10.050000;3.170173
10.060000;3.171750
10.070000;3.173326
10.080000;3.174902
10.090000;3.176476
10.100000;3.178050
10.110000;3.179623
10.120000;3.181195
10.130000;3.182766
10.140000;3.184337
10.150000;3.185906
10.160000;3.187475
10.170000;3.189044
10.180000;3.190611
10.190000;3.192178
10.200000;3.193744
10.210000;3.195309
10.220000;3.196873
10.230000;3.198437
10.240000;3.200000
10.250000;3.201562
10.260000;3.203123
10.270000;3.204684
10.280000;3.206244
10.290000;3.207803
10.300000;3.209361
10.310000;3.210919
10.320000;3.212476
10.330000;3.214032
10.340000;3.215587
10.350000;3.217142
10.360000;3.218695
10.370000;3.220248
10.380000;3.221801
10.390000;3.223352
10.400000;3.224903
10.410000;3.226453
10.420000;3.228002
10.430000;3.229551
10.440000;3.231099
10.450000;3.232646
10.460000;3.234192
10.470000;3.235738
10.480000;3.237283
10.490000;3.238827
10.500000;3.240370
10.510000;3.241913
10.520000;3.243455
10.530000;3.244996
10.540000;3.246537
10.550000;3.248076
10.560000;3.249615
10.570000;3.251154
10.580000;3.252691
10.590000;3.254228
10.600000;3.255764
10.610000;3.257299
10.620000;3.258834
10.630000;3.260368
10.640000;3.261901
10.650000;3.263434
10.660000;3.264966
10.670000;3.266497
10.680000;3.268027
10.690000;3.269557
10.700000;3.271085
10.710000;3.272614
10.720000;3.274141
10.730000;3.275668
10.740000;3.277194
10.750000;3.278719
10.760000;3.280244
10.770000;3.281768
10.780000;3.283291
10.790000;3.284814
10.800000;3.286335
10.810000;3.287856
10.820000;3.289377
10.830000;3.290897
10.840000;3.292416
10.850000;3.293934
10.860000;3.295451
10.870000;3.296968
10.880000;3.298485
10.890000;3.300000
10.900000;3.301515
10.910000;3.303029
10.920000;3.304542
10.930000;3.306055
10.940000;3.307567
10.950000;3.309078
10.960000;3.310589
10.970000;3.312099
10.980000;3.313608
10.990000;3.315117
11.000000;3.316625
11.010000;3.318132
11.020000;3.319639
11.030000;3.321144
11.040000;3.322650
11.050000;3.324154
11.060000;3.325658
11.070000;3.327161
11.080000;3.328663
11.090000;3.330165
11.100000;3.331666
11.110000;3.333167
11.120000;3.334666
11.130000;3.336165
11.140000;3.337664
11.150000;3.339162
11.160000;3.340659
11.170000;3.342155
11.180000;3.343651
11.190000;3.345146
11.200000;3.346640
11.210000;3.348134
11.220000;3.349627
11.230000;3.351119
11.240000;3.352611
11.250000;3.354102
11.260000;3.355592
11.270000;3.357082
11.280000;3.358571
11.290000;3.360060
11.300000;3.361547
11.310000;3.363034
11.320000;3.364521
11.330000;3.366007
11.340000;3.367492
11.350000;3.368976
11.360000;3.370460
11.370000;3.371943
11.380000;3.373426
11.390000;3.374907
11.400000;3.376389
11.410000;3.377869
11.420000;3.379349
11.430000;3.380828
11.440000;3.382307
11.450000;3.383785
11.460000;3.385262
11.470000;3.386739
11.480000;3.388215
11.490000;3.389690
11.500000;3.391165
11.510000;3.392639
11.520000;3.394113
11.530000;3.395585
11.540000;3.397058
11.550000;3.398529
11.560000;3.400000
11.570000;3.401470
11.580000;3.402940
11.590000;3.404409
11.600000;3.405877
11.610000;3.407345
11.620000;3.408812
11.630000;3.410279
11.640000;3.411744
11.650000;3.413210
11.660000;3.414674
11.670000;3.416138
11.680000;3.417601
11.690000;3.419064
11.700000;3.420526
11.710000;3.421988
11.720000;3.423449
11.730000;3.424909
11.740000;3.426368
11.750000;3.427827
11.760000;3.429286
11.770000;3.430743
11.780000;3.432200
11.790000;3.433657
11.800000;3.435113
11.810000;3.436568
11.820000;3.438023
11.830000;3.439477
11.840000;3.440930
11.850000;3.442383
11.860000;3.443835
11.870000;3.445287
11.880000;3.446738
11.890000;3.448188
11.900000;3.449638
11.910000;3.451087
11.920000;3.452535
11.930000;3.453983
11.940000;3.455431
11.950000;3.456877
11.960000;3.458323
11.970000;3.459769
11.980000;3.461214
11.990000;3.462658
12.000000;3.464102
12.010000;3.465545
12.020000;3.466987
12.030000;3.468429
12.040000;3.469870
12.050000;3.471311
12.060000;3.472751
12.070000;3.474191
12.080000;3.475629
12.090000;3.477068
12.100000;3.478505
12.110000;3.479943
12.120000;3.481379
12.130000;3.482815
12.140000;3.484250
12.150000;3.485685
12.160000;3.487119
12.170000;3.488553
12.180000;3.489986
12.190000;3.491418
12.200000;3.492850
12.210000;3.494281
12.220000;3.495712
12.230000;3.497142
12.240000;3.498571
12.250000;3.500000
12.260000;3.501428
12.270000;3.502856
12.280000;3.504283
12.290000;3.505710
12.300000;3.507136
12.310000;3.508561
12.320000;3.509986
12.330000;3.511410
12.340000;3.512834
12.350000;3.514257
12.360000;3.515679
12.370000;3.517101
12.380000;3.518522
12.390000;3.519943
12.400000;3.521363
12.410000;3.522783
12.420000;3.524202
12.430000;3.525621
12.440000;3.527038
12.450000;3.528456
12.460000;3.529873
12.470000;3.531289
12.480000;3.532704
12.490000;3.534119
12.500000;3.535534
12.510000;3.536948
12.520000;3.538361
12.530000;3.539774
12.540000;3.541186
12.550000;3.542598
12.560000;3.544009
12.570000;3.545420
12.580000;3.546830
12.590000;3.548239
12.600000;3.549648
12.610000;3.551056
12.620000;3.552464
12.630000;3.553871
12.640000;3.555278
12.650000;3.556684
12.660000;3.558089
12.670000;3.559494
12.680000;3.560899
12.690000;3.562303
12.700000;3.563706
12.710000;3.565109
12.720000;3.566511
12.730000;3.567913
12.740000;3.569314
12.750000;3.570714
12.760000;3.572114
12.770000;3.573514
12.780000;3.574913
12.790000;3.576311
12.800000;3.577709
12.810000;3.579106
12.820000;3.580503
12.830000;3.581899
12.840000;3.583295
12.850000;3.584690
12.860000;3.586084
12.870000;3.587478
12.880000;3.588872
12.890000;3.590265
12.900000;3.591657
12.910000;3.593049
12.920000;3.594440
12.930000;3.595831
12.940000;3.597221
12.950000;3.598611
12.960000;3.600000
12.970000;3.601389
12.980000;3.602777
12.990000;3.604164
13.000000;3.605551
13.010000;3.606938
13.020000;3.608324
13.030000;3.609709
13.040000;3.611094
13.050000;3.612478
13.060000;3.613862
13.070000;3.615245
13.080000;3.616628
13.090000;3.618011
13.100000;3.619392
13.110000;3.620773
13.120000;3.622154
13.130000;3.623534
13.140000;3.624914
13.150000;3.626293
13.160000;3.627671
13.170000;3.629049
13.180000;3.630427
13.190000;3.631804
13.200000;3.633180
13.210000;3.634556
13.220000;3.635932
13.230000;3.637307
13.240000;3.638681
13.250000;3.640055
13.260000;3.641428
13.270000;3.642801
13.280000;3.644173
13.290000;3.645545
13.300000;3.646917
13.310000;3.648287
13.320000;3.649658
13.330000;3.651027
13.340000;3.652396
13.350000;3.653765
13.360000;3.655133
13.370000;3.656501
13.380000;3.657868
13.390000;3.659235
13.400000;3.660601
13.410000;3.661967
13.420000;3.663332
13.430000;3.664696
13.440000;3.666061
13.450000;3.667424
13.460000;3.668787
13.470000;3.670150
13.480000;3.671512
13.490000;3.672874
13.500000;3.674235
13.510000;3.675595
13.520000;3.676955
13.530000;3.678315
13.540000;3.679674
13.550000;3.681032
13.560000;3.682391
13.570000;3.683748
13.580000;3.685105
13.590000;3.686462
13.600000;3.687818
13.610000;3.689173
13.620000;3.690528
13.630000;3.691883
13.640000;3.693237
13.650000;3.694591
13.660000;3.695944
13.670000;3.697296
13.680000;3.698648
13.690000;3.700000
13.700000;3.701351
13.710000;3.702702
13.720000;3.704052
13.730000;3.705401
13.740000;3.706751
13.750000;3.708099
13.760000;3.709447
13.770000;3.710795
13.780000;3.712142
13.790000;3.713489
13.800000;3.714835
13.810000;3.716181
13.820000;3.717526
13.830000;3.718871
13.840000;3.720215
13.850000;3.721559
13.860000;3.722902
13.870000;3.724245
13.880000;3.725587
13.890000;3.726929
13.900000;3.728270
13.910000;3.729611
13.920000;3.730952
13.930000;3.732292
13.940000;3.733631
13.950000;3.734970
13.960000;3.736308
13.970000;3.737646
